data_provenance,project_id,project_name,highway_number,state,project_type,contractor,project_length_km,original_contract_value_inr_cr,planned_start_date,planned_completion_date,planned_duration_months,reporting_month,months_since_start,project_status,planned_physical_progress_pct,actual_physical_progress_pct,physical_progress_variance_pct,planned_financial_progress_pct,actual_financial_progress_pct,financial_progress_variance_pct,planned_expenditure_inr_cr,actual_expenditure_inr_cr,expenditure_variance_pct,land_acquisition_delay_days,utility_shifting_delay_days,environment_clearance_delay_days,material_delay_days,labour_shortage_days,equipment_unavailability_days,weather_disruption_days,contractor_productivity_factor,traffic_diversion_delay_days,design_change_delay_days,approval_delay_days,planned_cost_to_date_inr_cr,actual_cost_to_date_inr_cr,material_cost_inr_cr,labour_cost_inr_cr,equipment_cost_inr_cr,variation_cost_inr_cr,delay_related_cost_inr_cr,final_delay_days,significant_delay,final_cost_overrun_pct,cost_overrun
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2020-12,10,Ongoing,37.62,33.48,-4.13,37.62,30.78,-6.84,388.71,318.05,-6.84,0.0,17.9,0.0,26.5,4.4,5.6,34.2,0.846,0.0,20.9,10.8,388.71,396.21,193.08,90.72,68.7,41.87,1.84,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2021-01,11,Ongoing,43.76,37.73,-6.03,43.76,34.87,-8.89,452.24,360.36,-8.89,0.0,17.9,0.0,26.5,4.4,6.1,35.0,0.901,0.0,20.9,10.8,452.24,442.34,218.72,102.84,77.05,41.87,1.86,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2021-02,12,Ongoing,50.0,41.72,-8.28,50.0,38.71,-11.29,516.68,400.01,-11.29,0.0,17.9,0.0,26.5,4.4,6.1,36.5,0.991,0.0,20.9,10.8,516.68,485.43,241.9,112.89,86.89,41.87,1.89,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2021-03,13,Ongoing,56.24,44.05,-12.18,56.24,40.88,-15.35,581.12,422.45,-15.35,9.2,18.7,0.0,26.5,4.4,6.1,54.7,0.961,0.0,20.9,10.8,581.12,510.05,255.07,118.67,92.22,41.87,2.23,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2021-04,14,Ongoing,62.38,49.62,-12.77,62.38,46.16,-16.23,644.65,476.97,-16.23,9.2,18.7,0.0,26.5,4.4,6.1,55.6,0.924,0.0,20.9,10.8,644.65,565.28,285.45,134.51,101.2,41.87,2.25,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2021-05,15,Ongoing,68.36,52.68,-15.68,68.36,49.15,-19.21,706.4,507.85,-19.21,9.2,18.7,0.0,26.5,4.4,6.3,56.4,0.987,0.0,20.9,10.8,706.4,599.41,304.32,142.49,108.48,41.87,2.26,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2021-06,16,Ongoing,74.07,54.7,-19.37,74.07,51.05,-23.03,765.45,527.51,-23.03,64.1,18.7,0.0,29.5,4.4,6.3,57.8,1.011,0.0,20.9,10.8,765.45,619.89,315.41,147.53,111.84,41.87,3.24,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2021-07,17,Ongoing,79.44,59.13,-20.31,79.44,55.45,-23.99,820.92,572.97,-23.99,64.1,18.7,0.0,29.5,4.4,6.3,57.9,1.015,0.0,20.9,10.8,820.92,661.18,338.85,158.69,118.53,41.87,3.24,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2021-08,18,Ongoing,84.38,63.31,-21.06,84.38,59.64,-24.74,871.9,616.25,-24.74,64.1,18.7,0.0,29.5,4.4,6.3,71.6,1.023,0.0,20.9,10.8,871.9,708.11,364.33,170.3,128.09,41.87,3.52,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2021-09,19,Ongoing,88.79,68.23,-20.55,88.79,64.55,-24.24,917.5,666.99,-24.24,64.1,18.7,0.0,29.5,4.4,6.3,74.1,1.044,0.0,20.9,10.8,917.5,758.51,391.94,182.92,138.2,41.87,3.58,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2021-10,20,Ongoing,92.59,72.18,-20.41,92.59,,,956.81,,,64.1,18.7,0.0,29.5,4.4,6.3,82.7,0.978,0.0,20.9,10.8,956.81,800.67,414.12,193.47,147.49,41.87,3.72,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2021-11,21,Ongoing,95.7,75.7,-20.0,95.7,71.68,-24.03,988.96,740.68,-24.03,64.1,18.7,0.0,29.5,4.4,6.3,82.9,0.98,0.0,20.9,10.8,988.96,839.74,435.36,203.8,154.99,41.87,3.72,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2021-12,22,Ongoing,98.03,79.58,-18.45,98.03,75.37,-22.66,1013.03,778.85,-22.66,64.1,18.7,0.0,29.5,9.1,6.3,83.0,0.887,0.0,20.9,10.8,1013.03,879.63,458.33,212.94,162.72,41.87,3.79,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2022-01,23,Ongoing,99.49,82.24,-17.25,99.49,77.92,-21.57,1028.13,805.23,-21.57,64.1,18.7,0.0,29.5,9.1,6.3,85.1,0.921,0.0,20.9,10.8,1028.13,909.77,474.38,220.52,169.18,41.87,3.83,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2022-02,24,Ongoing,100.0,85.16,-14.84,100.0,80.89,-19.11,1033.36,835.86,-19.11,64.1,18.7,0.0,29.5,9.1,15.2,88.1,0.893,0.0,20.9,10.8,1033.36,947.13,495.83,229.17,176.3,41.87,3.96,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2022-03,25,Ongoing,100.0,88.81,-11.19,100.0,,,1033.36,,,64.1,18.7,0.0,29.5,9.1,15.2,96.4,0.954,0.0,20.9,10.8,1033.36,987.41,516.76,240.12,184.61,41.87,4.06,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2022-04,26,Ongoing,100.0,92.49,-7.51,100.0,88.34,-11.66,1033.36,912.91,-11.66,64.1,18.7,0.0,29.5,9.1,15.2,96.4,0.983,0.0,20.9,10.8,1033.36,1030.56,541.33,250.23,193.07,41.87,4.06,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2022-05,27,Ongoing,100.0,97.52,-2.48,100.0,93.29,-6.71,1033.36,964.04,-6.71,64.1,18.7,0.0,29.5,9.1,15.2,97.0,0.962,0.0,20.9,10.8,1033.36,1082.31,570.44,262.79,203.14,41.87,4.07,120,1,8.9,0
SYNTHETIC,HRI-0060,NH-69 Greenfield Highway Package 1,NH-69,Assam,Greenfield Highway,Uttam Infraprojects Pvt Ltd,47.89,1033.36,2020-02-01,2022-02-01,24,2022-06,28,Completed,100.0,100.0,0.0,100.0,97.41,-2.59,1033.36,1006.62,-2.59,64.1,18.7,0.0,29.5,9.1,15.2,120.4,0.995,0.0,20.9,10.8,1033.36,1125.35,594.78,274.27,209.82,41.87,4.62,120,1,8.9,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2020-11,1,Ongoing,0.66,4.07,3.41,0.66,4.21,3.55,7.27,46.41,3.55,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.901,0.0,0.0,0.0,7.27,48.34,27.52,11.23,9.57,0.0,0.02,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2020-12,2,Ongoing,2.55,9.25,6.7,2.55,9.42,6.87,28.12,103.95,6.87,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.872,0.0,39.5,0.0,28.12,169.84,57.11,23.06,20.08,69.54,0.05,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2021-01,3,Ongoing,5.54,14.06,8.52,5.54,14.11,8.57,61.12,155.67,8.57,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.858,0.0,43.8,0.0,61.12,232.65,87.1,35.81,32.03,77.64,0.07,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2021-02,4,Ongoing,9.5,18.13,8.63,9.5,18.05,8.54,104.84,199.11,8.54,4.7,0.0,0.0,0.0,0.0,0.0,8.7,0.839,0.0,43.8,0.0,104.84,282.33,114.66,48.77,41.1,77.64,0.16,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2021-03,5,Ongoing,14.31,21.19,6.88,14.31,20.88,6.57,157.85,230.38,6.57,4.7,0.0,0.0,0.0,0.0,0.0,14.8,0.87,0.0,43.8,0.0,157.85,316.13,133.42,57.05,47.74,,0.28,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2021-04,6,Ongoing,19.83,26.26,6.43,19.83,25.84,6.02,218.73,285.12,6.02,4.7,0.0,0.0,0.0,0.0,0.0,14.8,0.908,0.0,43.8,0.0,218.73,360.97,158.76,68.86,55.43,77.64,0.28,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2021-05,7,Ongoing,25.93,30.51,4.58,25.93,30.0,4.08,286.04,331.01,4.08,4.7,0.0,0.0,0.0,0.0,0.0,15.8,0.968,0.0,43.8,0.5,286.04,411.16,187.14,80.03,64.68,79.03,0.29,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2021-06,8,Ongoing,32.48,34.89,2.41,32.48,,,358.36,,,4.7,0.0,0.0,4.1,0.0,0.0,16.2,0.981,0.0,43.8,0.5,358.36,455.49,212.77,91.07,72.28,79.03,0.35,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2021-07,9,Ongoing,39.36,39.39,0.03,39.36,39.1,-0.26,434.24,431.41,-0.26,6.0,0.8,0.0,4.1,1.0,0.0,22.4,0.982,0.0,43.8,0.5,434.24,506.76,240.05,104.19,83.0,79.03,0.48,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2021-08,10,Ongoing,46.43,44.92,-1.51,46.43,44.91,-1.52,512.28,495.5,-1.52,6.0,0.8,0.0,4.1,1.0,0.0,,1.012,0.0,43.8,0.5,512.28,568.09,276.87,118.69,92.93,79.03,0.57,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2021-09,11,Ongoing,53.57,49.76,-3.81,53.57,49.97,-3.6,591.02,551.33,-3.6,6.0,0.8,0.0,4.1,1.0,0.0,27.0,0.985,0.0,43.8,2.3,591.02,624.85,306.01,132.31,104.46,81.5,0.57,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2021-10,12,Ongoing,60.64,54.19,-6.45,60.64,54.72,-5.92,669.06,603.73,-5.92,6.0,0.8,0.0,4.1,1.0,0.0,27.4,0.931,0.0,44.7,2.3,669.06,674.82,334.98,143.93,112.35,82.99,0.58,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2021-11,13,Ongoing,67.52,58.86,-8.66,67.52,59.61,-7.91,744.94,657.63,-7.91,6.0,0.8,0.0,4.1,2.8,0.0,27.7,0.991,0.0,44.7,2.3,744.94,729.53,364.33,158.29,123.32,82.99,0.6,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2021-12,14,Ongoing,74.07,62.45,-11.62,74.07,63.43,-10.65,817.26,699.81,-10.65,6.0,0.8,0.0,4.1,8.4,0.0,27.9,0.951,0.0,44.7,2.3,817.26,771.71,387.17,169.14,131.71,82.99,0.71,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2022-01,15,Ongoing,80.17,67.57,-12.61,80.17,69.18,-10.99,884.57,763.29,-10.99,6.0,0.8,0.0,4.1,8.4,0.0,29.4,0.935,0.0,44.7,2.3,884.57,833.2,422.98,184.8,141.69,82.99,0.74,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2022-02,16,Ongoing,85.69,71.67,-14.02,85.69,73.77,-11.92,945.45,813.93,-11.92,6.0,0.8,0.0,9.8,8.4,5.6,,0.978,0.0,44.7,2.3,945.45,880.12,448.0,197.32,150.95,82.99,0.86,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2022-03,17,Ongoing,90.5,75.69,-14.81,90.5,78.29,-12.2,998.46,863.81,-12.2,6.0,0.8,0.0,9.8,8.4,5.6,30.4,0.978,0.0,44.7,2.3,998.46,924.27,472.32,208.01,160.08,82.99,0.87,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2022-04,18,Ongoing,94.46,80.53,-13.93,94.46,83.76,-10.7,1042.18,924.1,-10.7,6.0,0.8,0.0,9.8,8.4,5.6,31.2,0.926,0.0,44.7,2.3,1042.18,973.92,500.54,220.36,169.14,82.99,0.88,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2022-05,19,Ongoing,97.45,83.75,-13.7,97.45,87.46,-10.0,1075.18,964.89,-10.0,10.6,0.8,0.0,9.8,8.4,5.6,31.9,0.943,0.0,44.7,2.3,1075.18,1007.88,519.22,229.02,175.71,82.99,0.94,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2022-06,20,Ongoing,99.34,87.74,-11.61,99.34,91.89,-7.45,1096.03,1013.86,-7.45,10.6,0.8,0.0,9.8,8.9,5.6,39.5,0.89,0.0,44.7,2.3,1096.03,1048.83,542.39,238.22,184.12,82.99,1.1,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2022-07,21,Ongoing,100.0,92.69,-7.31,100.0,97.58,-2.42,1103.3,1076.65,-2.42,10.6,0.8,0.0,9.8,8.9,5.6,52.4,1.002,0.0,44.7,2.3,1103.3,1102.97,572.18,251.59,194.97,82.99,1.23,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2022-08,22,Ongoing,100.0,96.68,-3.32,100.0,100.0,0.0,1103.3,1103.3,0.0,10.6,0.8,0.0,9.8,8.9,5.6,53.8,0.941,0.0,44.7,3.4,1103.3,1145.18,593.46,263.22,201.41,85.84,1.26,62,1,8.99,0
SYNTHETIC,HRI-0061,NH-833 Bypass/Ring Road Package 16,NH-833,Uttar Pradesh,Bypass/Ring Road,Vindhya Roadways Pvt Ltd,30.77,1103.3,2020-10-01,2022-07-01,21,2022-09,23,Completed,100.0,100.0,0.0,100.0,100.0,0.0,1103.3,1103.3,0.0,10.6,0.8,0.0,9.8,8.9,5.6,56.8,0.906,0.0,44.7,3.4,1103.3,1202.49,625.77,278.53,211.03,85.84,1.32,62,1,8.99,0
SYNTHETIC,HRI-0062,NH-751 Bypass/Ring Road Package 19,NH-751,Uttar Pradesh,Bypass/Ring Road,Aravalli Highways Ltd,13.09,453.44,2023-12-01,2025-01-01,13,2024-01,1,Ongoing,1.68,7.67,5.99,1.68,7.71,6.03,7.64,34.97,6.03,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.981,0.0,0.0,0.0,7.64,35.88,19.91,9.49,6.45,0.0,0.02,31,0,7.04,0
SYNTHETIC,HRI-0062,NH-751 Bypass/Ring Road Package 19,NH-751,Uttar Pradesh,Bypass/Ring Road,Aravalli Highways Ltd,13.09,453.44,2023-12-01,2025-01-01,13,2024-02,2,Ongoing,6.37,14.82,8.45,6.37,15.19,8.82,28.89,68.88,8.82,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.906,0.0,5.2,0.0,28.89,74.9,37.29,18.08,12.97,6.53,0.02,31,0,7.04,0
SYNTHETIC,HRI-0062,NH-751 Bypass/Ring Road Package 19,NH-751,Uttar Pradesh,Bypass/Ring Road,Aravalli Highways Ltd,13.09,453.44,2023-12-01,2025-01-01,13,2024-03,3,Ongoing,13.52,22.61,9.09,13.52,23.73,10.21,61.3,107.59,10.21,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.996,0.0,5.2,0.0,61.3,111.97,58.01,27.74,19.64,6.53,0.05,31,0,7.04,0
SYNTHETIC,HRI-0062,NH-751 Bypass/Ring Road Package 19,NH-751,Uttar Pradesh,Bypass/Ring Road,Aravalli Highways Ltd,13.09,453.44,2023-12-01,2025-01-01,13,2024-04,4,Ongoing,22.58,30.26,7.69,22.58,31.83,9.26,102.37,144.34,9.26,13.1,0.0,0.0,0.0,0.0,0.0,5.1,0.956,0.0,5.2,0.0,102.37,149.97,78.27,38.33,26.55,6.53,0.28,31,0,7.04,0
SYNTHETIC,HRI-0062,NH-751 Bypass/Ring Road Package 19,NH-751,Uttar Pradesh,Bypass/Ring Road,Aravalli Highways Ltd,13.09,453.44,2023-12-01,2025-01-01,13,2024-05,5,Ongoing,33.0,36.98,3.98,33.0,39.05,6.05,149.63,177.05,6.05,13.1,0.0,0.0,0.0,0.0,0.0,5.6,0.968,0.0,5.2,0.0,149.63,181.59,94.85,46.93,32.99,6.53,0.29,31,0,7.04,0
SYNTHETIC,HRI-0062,NH-751 Bypass/Ring Road Package 19,NH-751,Uttar Pradesh,Bypass/Ring Road,Aravalli Highways Ltd,13.09,453.44,2023-12-01,2025-01-01,13,2024-06,6,Ongoing,44.24,44.7,0.46,44.24,47.26,3.02,200.61,214.29,3.02,13.1,0.0,0.0,0.0,0.0,0.0,13.3,0.962,0.0,5.2,0.0,200.61,218.65,115.68,56.01,40.07,6.53,0.36,31,0,7.04,0
SYNTHETIC,HRI-0062,NH-751 Bypass/Ring Road Package 19,NH-751,Uttar Pradesh,Bypass/Ring Road,Aravalli Highways Ltd,13.09,453.44,2023-12-01,2025-01-01,13,2024-07,7,Ongoing,55.76,52.42,-3.33,55.76,55.49,-0.27,252.83,251.61,-0.27,13.1,0.0,0.0,0.0,0.0,,15.2,0.988,0.0,5.2,0.0,252.83,254.98,137.29,64.65,46.14,6.53,0.38,31,0,7.04,0
SYNTHETIC,HRI-0062,NH-751 Bypass/Ring Road Package 19,NH-751,Uttar Pradesh,Bypass/Ring Road,Aravalli Highways Ltd,13.09,453.44,2023-12-01,2025-01-01,13,2024-08,8,Ongoing,67.0,59.82,-7.18,67.0,63.56,-3.45,303.81,288.19,-3.45,13.1,0.0,0.0,0.0,0.0,0.0,20.7,1.006,0.0,5.2,0.0,303.81,287.15,155.06,72.72,52.38,6.53,0.46,31,0,7.04,0
SYNTHETIC,HRI-0062,NH-751 Bypass/Ring Road Package 19,NH-751,Uttar Pradesh,Bypass/Ring Road,Aravalli Highways Ltd,13.09,453.44,2023-12-01,2025-01-01,13,2024-09,9,Ongoing,77.42,66.67,-10.76,77.42,70.74,-6.69,351.07,320.75,-6.69,13.1,0.0,0.0,0.0,0.0,0.0,21.6,0.991,0.0,5.2,0.0,351.07,319.79,172.9,80.42,59.47,6.53,0.47,31,0,7.04,0
SYNTHETIC,HRI-0062,NH-751 Bypass/Ring Road Package 19,NH-751,Uttar Pradesh,Bypass/Ring Road,Aravalli Highways Ltd,13.09,453.44,2023-12-01,2025-01-01,13,2024-10,10,Ongoing,86.48,74.67,-11.82,86.48,79.35,-7.13,392.14,359.82,-7.13,13.1,0.0,0.0,0.0,0.0,0.0,23.2,0.989,0.0,5.2,0.0,392.14,358.87,194.35,91.12,66.39,6.53,0.49,31,0,7.04,0
SYNTHETIC,HRI-0062,NH-751 Bypass/Ring Road Package 19,NH-751,Uttar Pradesh,Bypass/Ring Road,Aravalli Highways Ltd,13.09,453.44,2023-12-01,2025-01-01,13,2024-11,11,Ongoing,93.63,81.16,-12.46,93.63,86.37,-7.26,424.55,391.64,-7.26,13.1,0.0,0.0,0.0,6.0,0.0,26.6,0.935,0.0,5.2,0.0,424.55,391.36,213.33,98.54,72.34,6.53,0.62,31,0,7.04,0
SYNTHETIC,HRI-0062,NH-751 Bypass/Ring Road Package 19,NH-751,Uttar Pradesh,Bypass/Ring Road,Aravalli Highways Ltd,13.09,453.44,2023-12-01,2025-01-01,13,2024-12,12,Ongoing,98.32,88.2,-10.12,98.32,94.1,-4.22,445.8,426.67,-4.22,13.1,0.0,0.0,0.0,6.0,0.0,28.5,0.923,0.0,5.2,0.0,445.8,422.78,231.4,106.7,77.52,6.53,0.64,31,0,7.04,0
SYNTHETIC,HRI-0062,NH-751 Bypass/Ring Road Package 19,NH-751,Uttar Pradesh,Bypass/Ring Road,Aravalli Highways Ltd,13.09,453.44,2023-12-01,2025-01-01,13,2025-01,13,Ongoing,100.0,95.85,-4.15,100.0,100.0,0.0,453.44,453.44,0.0,13.1,0.0,0.0,0.0,6.0,5.2,29.2,0.942,0.0,5.2,0.0,453.44,456.13,250.14,114.25,84.51,6.53,0.7,31,0,7.04,0
SYNTHETIC,HRI-0062,NH-751 Bypass/Ring Road Package 19,NH-751,Uttar Pradesh,Bypass/Ring Road,Aravalli Highways Ltd,13.09,453.44,2023-12-01,2025-01-01,13,2025-02,14,Completed,100.0,100.0,0.0,100.0,100.0,0.0,453.44,453.44,0.0,13.1,0.0,0.0,0.0,6.0,19.5,29.9,0.876,0.0,5.2,0.0,453.44,485.35,265.72,121.47,90.71,6.53,0.93,31,0,7.04,0
SYNTHETIC,HRI-0063,NH-7 Bypass/Ring Road Package 11,NH-7,Tamil Nadu,Bypass/Ring Road,Aravalli Roadways Pvt Ltd,22.42,664.19,2020-07-01,2022-03-01,20,2020-08,1,Ongoing,0.73,3.77,3.04,0.73,3.75,3.03,4.82,24.91,3.03,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.9,0.0,0.0,0.0,4.82,32.24,17.72,7.61,6.88,0.0,0.04,184,1,26.82,1
SYNTHETIC,HRI-0063,NH-7 Bypass/Ring Road Package 11,NH-7,Tamil Nadu,Bypass/Ring Road,Aravalli Roadways Pvt Ltd,22.42,664.19,2020-07-01,2022-03-01,20,2020-09,2,Ongoing,2.8,9.02,6.22,2.8,9.0,6.2,18.6,59.76,6.2,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.84,0.0,0.0,0.0,18.6,73.84,41.46,17.39,14.91,0.0,0.08,184,1,26.82,1
